733222,1503.35
733225,1519.43
733226,1524.87
733228,1525.4
733229,1530.44
733232,1531.85
733233,1510.12
733234,1518.76
733235,1547.7
733236,1552.5
733239,1549.52
733240,1549.37
733241,1546.17
733242,1553.08
733243,1534.1
733246,1541.57
733247,1511.04
733248,1518.09
733249,1482.66
733250,1458.95
733253,1473.91
733254,1455.27
733255,1465.81
733256,1472.20
733257,1433.06
733260,1467.67
733261,1476.71
733262,1497.49
733263,1453.09
733264,1453.64
733267,1452.92
733268,1426.54
733269,1406.70
733270,1411.27
733271,1445.94
733274,1445.55
733275,1447.12
733276,1464.07
733277,1462.50
733278,1479.37
733281,1466.79
733282,1432.36
733283,1463.76
733284,1457.64
733285,1473.99
733289,1489.42
733290,1472.29
733291,1478.55
733292,1453.55
733295,1451.70
733296,1471.49
733297,1471.56
733298,1483.95
733299,1484.25
733302,1476.65
733303,1519.78
733304,1529.03
733305,1518.75
733306,1525.75
733309,1517.73
733310,1517.21
733311,1525.42
733312,1531.38
733313,1526.75
733316,1547.04
733317,1546.63
733318,1539.59
733319,1542.84
733320,1557.59
733323,1552.58
733324,1565.15
733325,1562.47
733326,1554.41
733327,1561.80
733330,1548.71
733331,1538.53
733332,1541.24
733333,1540.08
733334,1500.63
733337,1506.33
733338,1519.59
733339,1515.88
733340,1514.40
733341,1535.28
733344,1540.98
733345,1531.02
733346,1549.38
733347,1508.44
733348,1509.65
733351,1502.17
733352,1520.27
733353,1475.62
733354,1474.77
733355,1453.70
733358,1439.18
733359,1481.05
733360,1470.58
733361,1451.15
733362,1458.74
733365,1433.27
733366,1439.70
733367,1416.77
733369,1440.70
733372,1407.22
733373,1428.23
733374,1469.02
733375,1469.72
733376,1481.14
733379,1472.42
733380,1462.79
733381,1485.01
733382,1507.34
733383,1504.66
733386,1515.96
733387,1477.65
733388,1486.59
733389,1488.41
733390,1467.95
733393,1445.90
733394,1454.98
733395,1453.00
733396,1460.12
733397,1484.46
733400,1496.45
733402,1497.66
733403,1476.37
733404,1478.49
733407,1468.36
733409,1447.16
733410,1447.16
733411,1411.63
733414,1416.18
733415,1390.19
733416,1409.13
733417,1420.33
733418,1401.02
733421,1416.25
733422,1380.95
733423,1373.20
733424,1333.25
733425,1325.19
733429,1310.50
733430,1338.60
733431,1352.07
733432,1330.61
733435,1353.97
733436,1362.30
733437,1355.81
733438,1378.55
733439,1395.42
733442,1380.82
733443,1336.64
733444,1326.45
733445,1336.91
733446,1331.29
733449,1339.13
733450,1348.86
733451,1367.21
733452,1348.86
733453,1349.99
733457,1348.78
733458,1360.03
733459,1342.53
733460,1353.11
733463,1371.80
733464,1381.29
733465,1380.02
733466,1367.68
733467,1330.63
733470,1331.34
733471,1326.75
733472,1333.70
733473,1304.34
733474,1293.37
733477,1273.37
733478,1320.65
733479,1308.77
733480,1315.48
733481,1288.14
733484,1276.60
733485,1330.74
733486,1298.42
733487,1329.51
733491,1349.88
733492,1352.99
733493,1341.13
733494,1325.76
733495,1315.22
733498,1322.70
733499,1370.18
733500,1367.53
733501,1369.31
733502,1370.40
733505,1372.54
733506,1365.54
733507,1354.49
733508,1360.55
733509,1332.83
733512,1328.32
733513,1334.43
733514,1364.71
733515,1365.56
733516,1390.33
733519,1388.17
733520,1375.94
733521,1379.93
733522,1388.82
733523,1397.84
733526,1396.37
733527,1390.94
733528,1385.59
733529,1409.34
733530,1413.90
733533,1407.49
733534,1418.26
733535,1392.57
733536,1397.68
733537,1388.28
733540,1403.58
733541,1403.04
733542,1408.66
733543,1423.57
733544,1425.35
733547,1426.63
733548,1413.40
733549,1390.71
733550,1394.35
733551,1375.93
733555,1385.35
733556,1390.84
733557,1398.26
733558,1400.38
733561,1385.67
733562,1377.65
733563,1377.20
733564,1404.05
733565,1360.68
733568,1361.76
733569,1358.44
733570,1335.49
733571,1339.87
733572,1360.03
733575,1360.14
733576,1350.93
733577,1337.81
733578,1342.83
733579,1317.93
733582,1318.00
733583,1314.29
733584,1321.97
733585,1283.15
733586,1278.38
733589,1280.00
733590,1284.91
733591,1261.52
733592,1262.90
733596,1252.31
733597,1273.70
733598,1244.69
733599,1253.39
733600,1239.49
733603,1228.30
733604,1214.91
733605,1245.36
733606,1260.32
733607,1260.68
733610,1260.00
733611,1277.00
733612,1282.19
733613,1252.54
733614,1257.76
733617,1234.37
733618,1263.20
733619,1284.26
733620,1267.38
733621,1260.31
733624,1249.01
733625,1284.88
733626,1289.19
733627,1266.07
733628,1296.32
733631,1305.32
733632,1289.59
733633,1285.83
733634,1292.93
733635,1298.20
733638,1278.60
733639,1266.69
733640,1274.54
733641,1277.72
733642,1292.20
733645,1266.84
733646,1271.51
733647,1281.66
733648,1300.68
733649,1282.83
733653,1277.58
733654,1274.98
733655,1236.83
733656,1242.31
733659,1267.79
733660,1224.51
733661,1232.04
733662,1249.05
733663,1251.70
733666,1192.70
733667,1213.59
733668,1156.39
733669,1206.51
733670,1255.08
733673,1207.09
733674,1188.22
733675,1185.87
733676,1209.18
733677,1213.01
733680,1106.39
733681,1166.36
733682,1161.06
733683,1114.28
733684,1099.23
733687,1056.89
733688,996.23
733689,984.94
733690,909.92
733691,899.22
733694,1003.35
733695,998.01
733696,907.84
733697,946.43
733698,940.55
733701,985.40
733702,955.05
733703,896.78
733704,908.11
733705,876.77
733708,848.92
733709,940.51
733710,930.09
733711,954.09
733712,968.75
733715,966.30
733716,1005.75
733717,952.77
733718,904.88
733719,930.99
733722,919.21
733723,898.95
733724,852.30
733725,911.29
733726,873.29
733729,850.75
733730,859.12
733731,806.58
733732,752.44
