724687,2.876
724701,2.886
724715,2.866
724729,2.883
724743,2.869
724757,2.880
724771,2.876
724785,2.843
724799,2.879
724813,2.853
724827,2.859
724841,2.854
724855,2.856
724869,2.850
724883,2.858
724897,2.848
724911,2.849
724925,2.845
724939,2.857
724953,2.847
724967,2.847
724981,2.840
724995,2.848
725009,2.864
725023,2.854
725037,2.883
725051,2.892
725065,2.896
725079,2.874
725093,2.891
725107,2.885
725121,2.897
725135,2.881
725149,2.887
725163,2.877
725177,2.876
725191,2.901
725205,2.895
725219,2.909
725233,2.913
725247,2.921
725261,2.912
725275,2.915
725289,2.941
725303,2.922
725317,2.932
725331,2.923
725345,2.927
725359,2.922
725373,2.942
725387,2.940
725401,2.959
725415,2.959
725429,2.955
725443,2.950
725457,2.967
725471,2.964
725485,2.963
725499,2.981
725513,2.990
725527,2.994
725541,2.989
725555,3.004
725569,3.006
725583,3.027
725597,3.026
725611,3.032
725625,3.040
725639,3.055
725653,3.067
725667,3.046
725681,3.065
725695,3.052
725709,3.070
725723,3.082
725737,3.124
725751,3.131
725765,3.102
725779,3.095
725793,3.104
725807,3.110
725821,3.115
725835,3.113
725849,3.103
725863,3.107
725877,3.084
725891,3.105
725905,3.081
725919,3.094
725933,3.079
725947,3.078
725961,3.061
725975,3.064
725989,3.056
726003,3.055
726017,3.055
726031,3.043
726045,3.067
726059,3.041
726073,3.028
726087,3.003
726101,3.024
726115,2.996
726129,3.007
726143,3.023
726157,3.014
726171,3.009
726185,3.019
726199,3.001
726213,2.975
726227,2.999
726241,2.998
726255,3.008
726269,2.989
726283,3.005
726297,2.981
726311,2.990
726325,2.992
726339,2.992
726353,2.987
726367,2.976
726381,2.971
726395,2.957
726409,2.961
726423,2.935
726437,2.960
726451,2.949
726465,2.959
726479,2.944
726493,2.940
726507,2.952
726521,2.943
726535,2.928
726549,2.911
726563,2.899
726577,2.878
726591,2.898
726605,2.870
726619,2.876
726633,2.852
726647,2.857
726661,2.853
726675,2.863
726689,2.865
726703,2.868
726717,2.864
726731,2.859
726745,2.863
726759,2.864
726773,2.867
726787,2.855
726801,2.865
726815,2.849
726829,2.858
726843,2.858
726857,2.848
726871,2.865
726885,2.853
726899,2.845
726913,2.827
726927,2.827
726941,2.812
726955,2.816
726969,2.801
726983,2.816
726997,2.790
727011,2.792
727025,2.790
727039,2.783
727053,2.774
727067,2.768
727081,2.753
727095,2.752
727109,2.752
727123,2.740
727137,2.741
727151,2.736
727165,2.731
727179,2.702
727193,2.714
727207,2.702
727221,2.693
727235,2.687
727249,2.686
727263,2.676
727277,2.666
727291,2.687
727305,2.686
727319,2.682
727333,2.680
727347,2.691
727361,2.687
727375,2.699
727389,2.700
727403,2.697
727417,2.702
727431,2.697
727445,2.693
727459,2.696
727473,2.698
727487,2.700
727501,2.707
727515,2.701
727529,2.719
727543,2.709
727557,2.717
727571,2.722
727585,2.736
727599,2.760
727613,2.759
727627,2.758
727641,2.763
727655,2.773
727669,2.759
727683,2.775
727697,2.756
727711,2.771
727725,2.769
727739,2.771
727753,2.767
727767,2.761
727781,2.753
727795,2.758
727809,2.762
727823,2.754
727837,2.772
727851,2.775
727865,2.789
727879,2.792
727893,2.787
727907,2.798
727921,2.797
727935,2.793
727949,2.800
727963,2.791
727977,2.772
727991,2.774
728005,2.782
728019,2.774
728033,2.781
728047,2.769
728061,2.797
728075,2.788
728089,2.791
728103,2.790
728117,2.787
728131,2.790
728145,2.796
728159,2.787
728173,2.781
728187,2.782
728201,2.772
728215,2.773
728229,2.768
728243,2.795
728257,2.787
728271,2.787
728285,2.783
728299,2.775
728313,2.757
728327,2.740
728341,2.743
728355,2.734
728369,2.746
728383,2.737
728397,2.734
728411,2.716
728425,2.725
728439,2.716
728453,2.703
728467,2.703
728481,2.686
728495,2.693
728509,2.692
728523,2.685
728537,2.682
728551,2.682
728565,2.676
728579,2.664
728593,2.653
728607,2.648
728621,2.645
728635,2.645
728649,2.648
728663,2.637
728677,2.635
728691,2.619
728705,2.619
728719,2.600
728733,2.599
728747,2.578
728761,2.581
728775,2.567
728789,2.562
728803,2.555
728817,2.549
728831,2.552
728845,2.547
728859,2.552
728873,2.540
728887,2.544
728901,2.534
728915,2.536
728929,2.519
728943,2.506
728957,2.510
728971,2.509
728985,2.503
728999,2.482
729013,2.477
729027,2.473
729041,2.468
729055,2.454
729069,2.463
729083,2.442
729097,2.444
729111,2.433
729125,2.447
729139,2.447
729153,2.434
729167,2.415
729181,2.394
729195,2.402
729209,2.393
729223,2.388
729237,2.372
729251,2.358
729265,2.331
729279,2.335
729293,2.313
729307,2.307
729321,2.293
729335,2.273
729349,2.287
729363,2.256
729377,2.269
729391,2.242
729405,2.264
729419,2.241
729433,2.242
729447,2.222
729461,2.227
729475,2.205
729489,2.185
729503,2.185
729517,2.160
729531,2.168
729545,2.160
729559,2.185
729573,2.149
729587,2.163
729601,2.143
729615,2.167
729629,2.154
729643,2.151
729657,2.132
729671,2.124
729685,2.117
729699,2.109
729713,2.119
729727,2.098
729741,2.111
729755,2.097
729769,2.113
729783,2.090
729797,2.095
729811,2.089
729825,2.100
729839,2.081
729853,2.067
729867,2.075
729881,2.062
729895,2.083
729909,2.055
729923,2.075
729937,2.036
729951,2.069
729965,2.037
729979,2.055
729993,2.040
730007,2.027
730021,2.035
730035,2.008
730049,2.025
730063,2.019
